,regiao_geografica,regional_de_saude,municipio,tipo_da_instituicao,sigla_da_instituicao,nome_da_instituicao,cnpj_da_instituicao,cnpj_do_escritorio_regional_local,tipo_da_forma_de_abastecimento,codigo_forma_de_abastecimento,nome_da_forma_de_abastecimento,nome_da_eta_uta,data_de_registro,data_de_preenchimento_do_relatorio_semestral,data_da_coleta,data_da_analise,uf,ano,semestre,substancia,grupo,lq,ld,vmp,resultado,tipo_resultado,consistencia,pt_monitoramento,atendimento_ao_padrao,tipo_cor
56,SUL,01 RS - PARANAGUA,PONTAL DO PARANA,Empresa Estadual,SANEPAR,COMPANHIA DE SANEAMENTO DO PARANA,76484013000145.0,76484013000145.0,SAA,S411995000001,PONTAL DO PARANA UT 3921,UT 3921,22/08/2018,30/07/2018,04/04/2018,28/04/2018,PR,2018,1,Ácidos haloacéticos total,Subprodutos da desinfecção,"8,0000",,0.08,"8,0000",QUANTIFICADO,Consistente,SAÍDA DO TRATAMENTO,Acima do VMP,2
57,SUL,02 RS - CURITIBA,CERRO AZUL,Empresa Estadual,SANEPAR,COMPANHIA DE SANEAMENTO DO PARANA,76484013000145.0,76484013000145.0,SAA,S410520000001,CERRO AZUL UT0731,UT 0731,23/01/2019,09/01/2019,20/11/2018,30/11/2018,PR,2018,2,Terbufós,Agrotóxicos,5000,2,1.2,5000,QUANTIFICADO,Consistente,SAÍDA DO TRATAMENTO,Acima do VMP,2
58,SUL,02 RS - CURITIBA,CERRO AZUL,Empresa Estadual,SANEPAR,COMPANHIA DE SANEAMENTO DO PARANA,76484013000145.0,76484013000145.0,SAA,S410520000001,CERRO AZUL UT0731,UT 0731,23/01/2019,09/01/2019,20/11/2018,30/11/2018,PR,2018,2,Cloreto de Vinila,Substâncias Orgânicas,5000,5,2.0,5000,QUANTIFICADO,Consistente,SAÍDA DO TRATAMENTO,Acima do VMP,1
59,SUL,02 RS - CURITIBA,CERRO AZUL,Empresa Estadual,SANEPAR,COMPANHIA DE SANEAMENTO DO PARANA,76484013000145.0,76484013000145.0,SAA,S410520000001,CERRO AZUL UT0731,UT 0731,23/01/2019,09/01/2019,30/11/2018,30/11/2018,PR,2018,2,Bário,Substâncias Inorgânicas,500,6,0.7,500,QUANTIFICADO,Consistente,SAÍDA DO TRATAMENTO,Acima do VMP,2
60,SUL,02 RS - CURITIBA,CERRO AZUL,Empresa Estadual,SANEPAR,COMPANHIA DE SANEAMENTO DO PARANA,76484013000145.0,76484013000145.0,SAA,S410520000001,CERRO AZUL UT0731,UT 0731,23/01/2019,09/01/2019,20/11/2018,30/11/2018,PR,2018,2,Chumbo,Substâncias Inorgânicas,50,1,0.01,50,QUANTIFICADO,Consistente,SAÍDA DO TRATAMENTO,Acima do VMP,1
61,SUL,02 RS - CURITIBA,PINHAIS,Empresa Estadual,SANEPAR,COMPANHIA DE SANEAMENTO DO PARANA,76484013000145.0,76484013000145.0,SAA,S411915000001,PINHAIS UT0013,UT 0013,31/01/2019,14/01/2019,20/08/2018,30/08/2018,PR,2018,2,"2, 4, 6 Triclorofenol",Subprodutos da desinfecção,"10,0000",,0.2,"10,0000",QUANTIFICADO,Consistente,SAÍDA DO TRATAMENTO,Acima do VMP,1
62,SUL,02 RS - CURITIBA,QUITANDINHA,Empresa Estadual,SANEPAR,COMPANHIA DE SANEAMENTO DO PARANA,76484013000145.0,76484013000145.0,SAA,S412120000001,QUITANDINHA UT2191,UT 2191,25/07/2018,25/07/2018,15/05/2018,15/05/2018,PR,2018,1,Trihalometanos Total,Subprodutos da desinfecção,"2,000",,0.1,"2,000",QUANTIFICADO,Consistente,SAÍDA DO TRATAMENTO,Acima do VMP,2
63,SUL,02 RS - CURITIBA,RIO NEGRO,Empresa Estadual,SANEPAR,COMPANHIA DE SANEAMENTO DO PARANA,76484013000145.0,76484013000145.0,SAA,S412230000003,RIO NEGRO UT0221,UT 0221,30/08/2018,06/07/2018,09/05/2018,30/05/2018,PR,2018,1,Ácidos haloacéticos total,Subprodutos da desinfecção,"8,0000",,0.08,"8,0000",QUANTIFICADO,Consistente,SAÍDA DO TRATAMENTO,Acima do VMP,2
64,SUL,02 RS - CURITIBA,RIO NEGRO,Empresa Estadual,SANEPAR,COMPANHIA DE SANEAMENTO DO PARANA,76484013000145.0,76484013000145.0,SAA,S412230000003,RIO NEGRO UT0221,UT 0221,18/02/2019,09/01/2018,05/11/2018,27/11/2018,PR,2018,2,"2, 4, 6 Triclorofenol",Subprodutos da desinfecção,"10,0000",,0.2,"10,0000",QUANTIFICADO,Consistente,SAÍDA DO TRATAMENTO,Acima do VMP,1
65,SUL,04 RS - IRATI,FERNANDES PINHEIRO,Empresa Estadual,SANEPAR,COMPANHIA DE SANEAMENTO DO PARANA,76484013000145.0,76484013000145.0,SAA,S410773000001,ANGAI UT6571,UT 6571,28/05/2019,10/01/2019,03/07/2018,31/07/2018,PR,2018,2,"2, 4, 6 Triclorofenol",Subprodutos da desinfecção,"10,0000",,0.2,"10,0000",QUANTIFICADO,Consistente,SAÍDA DO TRATAMENTO,Acima do VMP,1
66,SUL,04 RS - IRATI,TEIXEIRA SOARES,Empresa Estadual,SANEPAR,COMPANHIA DE SANEAMENTO DO PARANA,76484013000145.0,76484013000145.0,SAA,S412700000002,TEIXEIRA SOARES UT 2731,UT 2731,09/08/2018,09/07/2018,06/03/2018,29/03/2018,PR,2018,1,Trihalometanos Total,Subprodutos da desinfecção,"2,0000",,0.1,"2,3900",QUANTIFICADO,Consistente,SAÍDA DO TRATAMENTO,Acima do VMP,2
67,SUL,04 RS - IRATI,TEIXEIRA SOARES,Empresa Estadual,SANEPAR,COMPANHIA DE SANEAMENTO DO PARANA,76484013000145.0,76484013000145.0,SAA,S412700000001,GUARAUNA UT4571,UT 4571,05/02/2018,05/01/2018,09/01/2018,31/01/2018,PR,2018,1,"2, 4, 6 Triclorofenol",Subprodutos da desinfecção,"10,0000",,0.2,"10,0000",QUANTIFICADO,Consistente,SAÍDA DO TRATAMENTO,Acima do VMP,1
68,SUL,05 RS - GUARAPUAVA,TURVO,Empresa Estadual,SANEPAR,COMPANHIA DE SANEAMENTO DO PARANA,76484013000145.0,76484013000145.0,SAA,S412796000001,TURVO UT3101,ETA TURVO+ PO O 1152,05/02/2019,11/01/2019,03/12/2018,26/12/2018,PR,2018,2,Trihalometanos Total,Subprodutos da desinfecção,"13,7300",,0.1,"13,7300",QUANTIFICADO,Consistente,SAÍDA DO TRATAMENTO,Acima do VMP,2
69,SUDESTE,BELO HORIZONTE,JABOTICATUBAS,Empresa Estadual,COPASA,COMPANHIA DE SANEAMENTO DE MINAS GERAIS,17281106000103.0,17281106000103.0,SAA,S313460000001,JABOTICATUBAS,JABOTICATUBAS,11/12/2018,10/07/2018,04/06/2018,06/06/2018,MG,2018,1,Trihalometanos Total,Subprodutos da desinfecção,"0,025","0,0050",0.1,"0,16625",QUANTIFICADO,Consistente,SAÍDA DO TRATAMENTO,Acima do VMP,2
70,SUDESTE,PATOS DE MINAS,VAZANTE,Empresa Estadual,COPASA,COMPANHIA DE SANEAMENTO DE MINAS GERAIS,17281106000103.0,17281106000103.0,SAA,S317100000004,SISTEMA DE ABASTECIMENTO DE ÁGUA DE VAZAMOR/VAZANTE,ETA VAZAMOR/VAZANTE,07/02/2020,05/02/2020,12/11/2018,13/12/2018,MG,2018,2,Cádmio,Substâncias Inorgânicas,"0,0200",,0.005,"0,0200",QUANTIFICADO,Consistente,SAÍDA DO TRATAMENTO,Acima do VMP,1
71,SUL,07 RS - PATO BRANCO,HONORIO SERPA,Empresa Estadual,SANEPAR,COMPANHIA DE SANEAMENTO DO PARANA,76484013000145.0,76484013000145.0,SAA,S410965000001,HONORIO SERPA UT3421,POÇO 1,26/11/2018,30/07/2018,20/02/2018,29/03/2018,PR,2018,1,Mercúrio,Substâncias Inorgânicas,"0,002","0,0001",0.001,"0,002",QUANTIFICADO,Consistente,SAÍDA DO TRATAMENTO,Acima do VMP,2
72,SUL,15 RS - MARINGA,ASTORGA,Empresa Estadual,SANEPAR,COMPANHIA DE SANEAMENTO DO PARANA,76484013000145.0,76484013000145.0,SAA,S410210000004,SANTA ZELIA UT6241,UT 6241,01/03/2019,08/01/2019,01/10/2018,24/10/2018,PR,2018,2,Tetracloreto de Carbono,Substâncias Orgânicas,9,"0,002",4.0,9,QUANTIFICADO,Consistente,SAÍDA DO TRATAMENTO,Acima do VMP,2
73,SUL,8ª CRS,CACAPAVA DO SUL,Empresa Estadual,CORSAN,COMPANHIA RIOGRANDENSE DE SANEAMENTO,92802784000190.0,92802784005744.0,SAA,S430280000002,MINAS DO CAMAQUÃ,ETA DE MINAS DO CAMAQUÃ,11/07/2019,11/07/2019,24/12/2018,07/02/2019,RS,2018,2,Ácidos haloacéticos total,Subprodutos da desinfecção,"0,0016","0,0005",0.08,"0,14",QUANTIFICADO,Consistente,SAÍDA DO TRATAMENTO,Acima do VMP,2
74,CENTRO-OESTE,REGIONAL OESTE I,ARAGARCAS,Empresa Estadual,SANEAGO,SANEAMENTO DE GOIAS SA,1616929000102.0,1616929000102.0,SAA,S520170000001,SANEAGO DE ARAGARCAS,SANEAGO DE ARAGARCAS,25/04/2019,17/01/2019,09/08/2018,10/08/2018,GO,2018,2,Cloreto de Vinila,Substâncias Orgânicas,"0,86","0,28",2.0,"2,970",QUANTIFICADO,Consistente,SAÍDA DO TRATAMENTO,Acima do VMP,1
75,CENTRO-OESTE,REGIONAL OESTE I,IPORA,Empresa Estadual,SANEAGO,SANEAMENTO DE GOIAS SA,1616929000102.0,1616929000102.0,SAA,S521020000001,IPORA,ETA IPORA,14/09/2018,23/08/2018,11/05/2018,11/05/2018,GO,2018,1,Trihalometanos Total,Subprodutos da desinfecção,"0,00035","0,00012",0.1,"8,303",QUANTIFICADO,Consistente,SAÍDA DO TRATAMENTO,Acima do VMP,2
76,CENTRO-OESTE,REGIONAL OESTE I,IVOLANDIA,Empresa Estadual,SANEAGO,SANEAMENTO DE GOIAS SA,1616929000102.0,1616929000102.0,SAA,S521160000001,ETA IVOLANDIA,ETA IVOLANDIA,04/06/2019,13/01/2019,16/08/2018,17/08/2018,GO,2018,2,Trihalometanos Total,Subprodutos da desinfecção,"0,00035","0,00012",0.1,"8,076",QUANTIFICADO,Consistente,SAÍDA DO TRATAMENTO,Acima do VMP,2
77,CENTRO-OESTE,REGIONAL OESTE II,ADELANDIA,Empresa Estadual,SANEAGO,SANEAMENTO DE GOIAS SA,1616929000102.0,1616929000102.0,SAA,S520015000001,ETA ADELANDIA,ADELANDIA,21/02/2019,07/01/2019,08/10/2018,09/10/2018,GO,2018,2,Trihalometanos Total,Subprodutos da desinfecção,"0,00035","0,00012",0.1,"1,901",QUANTIFICADO,Consistente,SAÍDA DO TRATAMENTO,Acima do VMP,2
78,SUL,3ª CRS,PINHEIRO MACHADO,Empresa Estadual,CORSAN,COMPANHIA RIOGRANDENSE DE SANEAMENTO,92802784000190.0,92802784036461.0,SAA,S431450000002,VILA UMBÚ,ETA VILA UMBÚ,09/01/2019,10/08/2018,19/02/2018,01/03/2018,RS,2018,1,Trihalometanos Total,Subprodutos da desinfecção,"0,00045","0,00014",0.1,"0,11",QUANTIFICADO,Consistente,SAÍDA DO TRATAMENTO,Acima do VMP,2
79,SUDESTE,GVS X - OSASCO,VARGEM GRANDE PAULISTA,Empresa Estadual,SABESP,COMPANHIA DE SANEAMENTO BASICO DO ESTADO DE SAO PAULO,43776517000180.0,43776517039981.0,SAA,S355645000001,SAO LOURENCO,ETA SÃO LOURENÇO,30/01/2019,22/01/2019,22/11/2018,25/11/2018,SP,2018,2,Ácidos haloacéticos total,Subprodutos da desinfecção,"0,008",,0.08,"0,0892",QUANTIFICADO,Consistente,SAÍDA DO TRATAMENTO,Acima do VMP,2
80,SUDESTE,GVS XVI - BOTUCATU E SGVS XVI AVARÉ,LARANJAL PAULISTA,Empresa Estadual,SABESP,COMPANHIA DE SANEAMENTO BASICO DO ESTADO DE SAO PAULO,43776517000180.0,43776517078103.0,SAA,S352640000001,SISTEMA DE ABASTECIMENTO DE ÁGUA DE LARANJAL PAULISTA,SISTEMA DE ABASTECIMENTO DE LARANJAL PAULISTA,29/01/2019,28/01/2019,14/10/2018,23/10/2018,SP,2018,2,Ácidos haloacéticos total,Subprodutos da desinfecção,"0,008",,0.08,"0,1124",QUANTIFICADO,Consistente,SAÍDA DO TRATAMENTO,Acima do VMP,2
81,SUDESTE,GVS XVI - BOTUCATU E SGVS XVI AVARÉ,LARANJAL PAULISTA,Empresa Estadual,SABESP,COMPANHIA DE SANEAMENTO BASICO DO ESTADO DE SAO PAULO,43776517000180.0,43776517078103.0,SAA,S352640000001,SISTEMA DE ABASTECIMENTO DE ÁGUA DE LARANJAL PAULISTA,SISTEMA DE ABASTECIMENTO DE LARANJAL PAULISTA,29/01/2019,28/01/2019,28/11/2018,05/12/2018,SP,2018,2,Trihalometanos Total,Subprodutos da desinfecção,"0,01498",,0.1,"0,10493",QUANTIFICADO,Consistente,SAÍDA DO TRATAMENTO,Acima do VMP,2
82,SUDESTE,GVS XVI - BOTUCATU E SGVS XVI AVARÉ,PORANGABA,Empresa Estadual,SABESP,COMPANHIA DE SANEAMENTO BASICO DO ESTADO DE SAO PAULO,43776517000180.0,43776517044802.0,SAA,S354050000001,SABESP CENTRAL,SABESP,28/01/2019,28/01/2019,27/11/2018,11/12/2018,SP,2018,2,Ácidos haloacéticos total,Subprodutos da desinfecção,"0,008",,0.08,"0,1103",QUANTIFICADO,Consistente,SAÍDA DO TRATAMENTO,Acima do VMP,2
83,SUDESTE,GVS XVII - CAMPINAS,JARINU,Empresa Estadual,SABESP,COMPANHIA DE SANEAMENTO BASICO DO ESTADO DE SAO PAULO,43776517000180.0,12474348000108.0,SAA,S352520000001,JARINU,JARINU,11/05/2018,10/05/2018,09/04/2018,07/06/2018,SP,2018,1,Clordano,Agrotóxicos,"0,01",,0.2,"3,0",QUANTIFICADO,Consistente,SAÍDA DO TRATAMENTO,Acima do VMP,1
84,SUDESTE,GVS XVII - CAMPINAS,MONTE MOR,Empresa Estadual,SABESP,COMPANHIA DE SANEAMENTO BASICO DO ESTADO DE SAO PAULO,43776517000180.0,43776517022906.0,SAA,S353180000001,SISTEMA INTEGRADO AMANDA MONTE MOR,POÇO PAVIOTTI,19/09/2018,29/08/2018,15/01/2018,18/01/2018,SP,2018,1,Ácidos haloacéticos total,Subprodutos da desinfecção,"0,008",,0.08,"0,12",QUANTIFICADO,Consistente,SAÍDA DO TRATAMENTO,Acima do VMP,2
85,SUDESTE,GVS XXIII - REGISTRO,CAJATI,Empresa Estadual,SABESP,COMPANHIA DE SANEAMENTO BASICO DO ESTADO DE SAO PAULO,43776517000180.0,12580889000102.0,SAA,S350925000001,BARRAGEM BARRA DO AZEITE,BARRAGEM BARRA DO AZEITE,02/10/2018,30/08/2018,14/05/2018,24/05/2018,SP,2018,1,Ácidos haloacéticos total,Subprodutos da desinfecção,"0,008",,0.08,"0,14",QUANTIFICADO,Consistente,SAÍDA DO TRATAMENTO,Acima do VMP,2
86,SUDESTE,GVS XXIII - REGISTRO,CAJATI,Empresa Estadual,SABESP,COMPANHIA DE SANEAMENTO BASICO DO ESTADO DE SAO PAULO,43776517000180.0,12580889000102.0,SAA,S350925000001,BARRAGEM BARRA DO AZEITE,BARRAGEM BARRA DO AZEITE,27/12/2018,27/12/2018,05/11/2018,25/11/2018,SP,2018,2,Ácidos haloacéticos total,Subprodutos da desinfecção,"0,008",,0.08,"0,2427",QUANTIFICADO,Consistente,SAÍDA DO TRATAMENTO,Acima do VMP,2
87,SUDESTE,GVS XXV - SANTOS,BERTIOGA,Empresa Estadual,SABESP,COMPANHIA DE SANEAMENTO BASICO DO ESTADO DE SAO PAULO,43776517000180.0,43776517019603.0,SAA,S350635000003,ETA FURNAS PELAES BERTIOGA,ETA FURNAS/PELAES,18/01/2019,18/01/2019,26/11/2018,11/12/2018,SP,2018,2,Ácidos haloacéticos total,Subprodutos da desinfecção,"0,008",,0.08,"0,1068",QUANTIFICADO,Consistente,SAÍDA DO TRATAMENTO,Acima do VMP,2
88,SUDESTE,GVS XXV - SANTOS,CUBATAO,Empresa Estadual,SABESP,COMPANHIA DE SANEAMENTO BASICO DO ESTADO DE SAO PAULO,43776517000180.0,43776517020881.0,SAA,S351350000004,ETA3,PILOES,18/01/2019,18/01/2019,26/11/2018,11/12/2018,SP,2018,2,Ácidos haloacéticos total,Subprodutos da desinfecção,"0,008",,0.08,"0,1057",QUANTIFICADO,Consistente,SAÍDA DO TRATAMENTO,Acima do VMP,2
89,SUDESTE,GVS XXV - SANTOS,GUARUJA,Empresa Estadual,SABESP,COMPANHIA DE SANEAMENTO BASICO DO ESTADO DE SAO PAULO,43776517000180.0,43776517019522.0,SAA,S351870000002,JURUBATUBA GUARUJA,ETA JURUBATUBA,05/11/2018,22/10/2018,04/06/2018,07/06/2018,SP,2018,1,Ácidos haloacéticos total,Subprodutos da desinfecção,"0,008",,0.08,"0,11",QUANTIFICADO,Consistente,SAÍDA DO TRATAMENTO,Acima do VMP,2
90,SUDESTE,GVS XXV - SANTOS,GUARUJA,Empresa Estadual,SABESP,COMPANHIA DE SANEAMENTO BASICO DO ESTADO DE SAO PAULO,43776517000180.0,43776517015888.0,SAA,S351870000003,JURUBATUBA VICENTE DE CARVALHO,ETA JURUBATUBA,29/03/2019,29/03/2019,17/09/2018,20/09/2018,SP,2018,2,Ácidos haloacéticos total,Subprodutos da desinfecção,"0,008",,0.08,"0,0944",QUANTIFICADO,Consistente,SAÍDA DO TRATAMENTO,Acima do VMP,2
91,SUDESTE,GVS XXVIII - CARAGUATATUBA,CARAGUATATUBA,Empresa Estadual,SABESP,COMPANHIA DE SANEAMENTO BASICO DO ESTADO DE SAO PAULO,43776517000180.0,10142231000193.0,SAA,S351050000001,SISTEMA DE ABASTECIMENTO DE ÁGUA DA TABATINGA,ETA TABATINGA,12/02/2019,11/02/2019,03/12/2018,11/12/2018,SP,2018,2,Ácidos haloacéticos total,Subprodutos da desinfecção,"0,008",,0.08,"0,1456",QUANTIFICADO,Consistente,SAÍDA DO TRATAMENTO,Acima do VMP,2
92,SUDESTE,GVS XXVIII - CARAGUATATUBA,CARAGUATATUBA,Empresa Estadual,SABESP,COMPANHIA DE SANEAMENTO BASICO DO ESTADO DE SAO PAULO,43776517000180.0,10142231000193.0,SAA,S351050000002,SISTEMA DE ABASTECIMENTO DE ÁGUA DO MASSAGUAÇU,ETA MASSAGUAÇU,12/02/2019,11/02/2019,28/09/2018,18/10/2018,SP,2018,2,Ácidos haloacéticos total,Subprodutos da desinfecção,"0,008",,0.08,"0,1067",QUANTIFICADO,Consistente,SAÍDA DO TRATAMENTO,Acima do VMP,2
93,SUDESTE,GVS XXXI - SOROCABA,ALUMINIO,Empresa Estadual,SABESP,COMPANHIA DE SANEAMENTO BASICO DO ESTADO DE SAO PAULO,43776517000180.0,43776517076836.0,SAA,S350115000002,ETA ITARARE,ETA ITARARE,29/01/2019,28/01/2019,05/12/2018,17/12/2018,SP,2018,2,Ácidos haloacéticos total,Subprodutos da desinfecção,"0,008",,0.08,"0,1143",QUANTIFICADO,Consistente,SAÍDA DO TRATAMENTO,Acima do VMP,2
94,SUDESTE,GVS XXXI - SOROCABA,CAPAO BONITO,Empresa Estadual,SABESP,COMPANHIA DE SANEAMENTO BASICO DO ESTADO DE SAO PAULO,43776517000180.0,43776517068817.0,SAA,S351020000004,FERREIRA DAS ALMAS,ETA FERREIRA DAS ALMAS,17/09/2018,25/07/2018,28/02/2018,08/03/2018,SP,2018,1,Ácidos haloacéticos total,Subprodutos da desinfecção,"0,008",,0.08,"0,1127",QUANTIFICADO,Consistente,SAÍDA DO TRATAMENTO,Acima do VMP,2
95,SUDESTE,GVS XXXI - SOROCABA,IBIUNA,Empresa Estadual,SABESP,COMPANHIA DE SANEAMENTO BASICO DO ESTADO DE SAO PAULO,43776517000180.0,43776517026901.0,SAA,S351970000001,CIA SANEAMENTO BASICO DO ESTADO DE SAO PAULO,ETA SEDE,05/02/2019,01/02/2019,04/12/2018,14/12/2018,SP,2018,2,Trihalometanos Total,Subprodutos da desinfecção,"0,0071",,0.1,"0,10605",QUANTIFICADO,Consistente,SAÍDA DO TRATAMENTO,Acima do VMP,2
96,SUDESTE,GVS XXXI - SOROCABA,RIBEIRAO GRANDE,Empresa Estadual,SABESP,COMPANHIA DE SANEAMENTO BASICO DO ESTADO DE SAO PAULO,43776517000180.0,43776517068817.0,SAA,S354325000001,RIBEIRAO GRANDE,RIBEIRAO GRANDE,11/01/2019,11/01/2019,16/10/2018,23/10/2018,SP,2018,2,Ácidos haloacéticos total,Subprodutos da desinfecção,"0,008",,0.08,"0,0906",QUANTIFICADO,Consistente,SAÍDA DO TRATAMENTO,Acima do VMP,2
97,SUDESTE,GVS XXXII - ITAPEVA,GUAPIARA,Empresa Estadual,SABESP,COMPANHIA DE SANEAMENTO BASICO DO ESTADO DE SAO PAULO,43776517000180.0,43776517016345.0,SAA,S351760000001,ETA CAPELA DO ALTO,ETA CAPELA DO ALTO,11/01/2019,11/01/2019,17/12/2018,20/12/2018,SP,2018,2,Ácidos haloacéticos total,Subprodutos da desinfecção,"0,008",,0.08,"0,207",QUANTIFICADO,Consistente,SAÍDA DO TRATAMENTO,Acima do VMP,2
98,SUDESTE,GVS XIII - ASSIS,PARAGUACU PAULISTA,Empresa Estadual,SABESP,COMPANHIA DE SANEAMENTO BASICO DO ESTADO DE SAO PAULO,43776517000180.0,43776517079851.0,SAA,S353550000001,PARAGUAÇU PAULISTA,PARAGUACU PAULISTA,22/01/2019,10/01/2019,06/08/2018,10/10/2018,SP,2018,2,Chumbo,Substâncias Inorgânicas,"0,006",,0.01,"0,0922",QUANTIFICADO,Consistente,SAÍDA DO TRATAMENTO,Acima do VMP,1
99,SUDESTE,GVS XXXII - ITAPEVA,ITARARE,Empresa Estadual,SABESP,COMPANHIA DE SANEAMENTO BASICO DO ESTADO DE SAO PAULO,43776517000180.0,43776517055839.0,SAA,S352320000004,SISTEMA SANTA CRUZ DOS LOPES,ETA SANTA CRUZ DOS LOPES,14/08/2018,24/07/2018,04/04/2018,06/04/2018,SP,2018,1,Trihalometanos Total,Subprodutos da desinfecção,"0,0071",,0.1,"0,11946",QUANTIFICADO,Consistente,SAÍDA DO TRATAMENTO,Acima do VMP,2
100,SUDESTE,GVS XXXII - ITAPEVA,RIVERSUL,Empresa Estadual,SABESP,COMPANHIA DE SANEAMENTO BASICO DO ESTADO DE SAO PAULO,43776517000180.0,43776517030410.0,SAA,S354350000001,RIVERSUL,ETA RIVERSUL,11/01/2019,11/01/2019,17/09/2018,20/09/2018,SP,2018,2,Ácidos haloacéticos total,Subprodutos da desinfecção,"0,008",,0.08,"0,0905",QUANTIFICADO,Consistente,SAÍDA DO TRATAMENTO,Acima do VMP,2
101,SUDESTE,GVS XXXIII - TAUBATÉ,LORENA,Empresa Estadual,SABESP,COMPANHIA DE SANEAMENTO BASICO DO ESTADO DE SAO PAULO,43776517000180.0,43776517010576.0,SAA,S352720000004,SISTEMA D,SISTEMA D,29/04/2019,23/04/2019,22/10/2018,06/11/2018,SP,2018,2,Trihalometanos Total,Subprodutos da desinfecção,"0,0033",,0.1,"0,10731",QUANTIFICADO,Consistente,SAÍDA DO TRATAMENTO,Acima do VMP,2
102,CENTRO-OESTE,REGIONAL RIO VERMELHO,MOZARLANDIA,Empresa Estadual,SANEAGO,SANEAMENTO DE GOIAS SA,1616929000102.0,1616929000102.0,SAA,S521400000001,MOZARLANDIA,MOZARLANDIA,08/02/2019,21/12/2018,14/08/2018,05/09/2018,GO,2018,2,Trihalometanos Total,Subprodutos da desinfecção,"0,00035","0,00012",0.1,"21,90",QUANTIFICADO,Consistente,SAÍDA DO TRATAMENTO,Acima do VMP,2
103,CENTRO-OESTE,REGIONAL SERRA DA MESA,AMARALINA,Empresa Estadual,SANEAGO,SANEAMENTO DE GOIAS SA,1616929000102.0,1616929000102.0,SAA,S520082000001,AMARALINA,CASA DE CLORAÇAO,28/03/2019,19/01/2019,06/11/2018,07/11/2018,GO,2018,2,"2, 4, 6 Triclorofenol",Subprodutos da desinfecção,"0,1000","0,0400",0.2,"0,370",QUANTIFICADO,Consistente,SAÍDA DO TRATAMENTO,Acima do VMP,1
104,CENTRO-OESTE,REGIONAL CENTRO SUL,HIDROLANDIA,Empresa Estadual,SANEAGO,SANEAMENTO DE GOIAS SA,1616929000102.0,1616929000102.0,SAA,S520970000002,NOVA FATIMA,ETA NOVA FATIMA,25/01/2019,17/01/2019,20/11/2018,26/11/2018,GO,2018,2,Antimônio,Substâncias Inorgânicas,"0,000244","0,000081",0.005,"0,03968",QUANTIFICADO,Consistente,SAÍDA DO TRATAMENTO,Acima do VMP,2
105,CENTRO-OESTE,REGIONAL ENTORNO NORTE,ALTO PARAISO DE GOIAS,Empresa Estadual,SANEAGO,SANEAMENTO DE GOIAS SA,1616929000102.0,1616929000102.0,SAA,S520060000002,SAO JORGE,SAO JORGE,26/03/2019,08/01/2019,05/12/2018,06/12/2018,GO,2018,2,Endrin,Agrotóxicos,"0,3","0,1",0.6,"1,012",QUANTIFICADO,Consistente,SAÍDA DO TRATAMENTO,Acima do VMP,2
106,CENTRO-OESTE,REGIONAL ENTORNO NORTE,PLANALTINA,Empresa Estadual,SANEAGO,SANEAMENTO DE GOIAS SA,1616929000102.0,1616929000102.0,SAA,S521760000001,PLANALTINA,ETA PLANALTINA GO,29/01/2019,04/01/2019,12/07/2018,12/07/2018,GO,2018,2,Trihalometanos Total,Subprodutos da desinfecção,"0,00035","0,00012",0.1,"1,479",QUANTIFICADO,Consistente,SAÍDA DO TRATAMENTO,Acima do VMP,2
107,CENTRO-OESTE,REGIONAL NORDESTE I,CAMPOS BELOS,Empresa Estadual,SANEAGO,SANEAMENTO DE GOIAS SA,1616929000102.0,1616929000102.0,SAA,S520490000001,EDI JOSE DOS SANTOS,EDI JOSE DOS SANTOS,07/02/2018,09/01/2018,02/01/2018,03/01/2018,GO,2018,1,Trihalometanos Total,Subprodutos da desinfecção,"0,00035","0,00012",0.1,"35,91",QUANTIFICADO,Consistente,SAÍDA DO TRATAMENTO,Acima do VMP,2
108,CENTRO-OESTE,REGIONAL NORDESTE I,MONTE ALEGRE DE GOIAS,Empresa Estadual,SANEAGO,SANEAMENTO DE GOIAS SA,1616929000102.0,1616929000102.0,SAA,S521350000001,MONTE ALEGRE,ETA MONTE ALEGRE,26/08/2019,24/09/2018,19/06/2018,20/06/2018,GO,2018,1,Trihalometanos Total,Subprodutos da desinfecção,"0,00035","0,00012",0.1,"29,997",QUANTIFICADO,Consistente,SAÍDA DO TRATAMENTO,Acima do VMP,2
109,SUDESTE,GVS XI - ARAÇATUBA,SANTOPOLIS DO AGUAPEI,Empresa Estadual,SABESP,COMPANHIA DE SANEAMENTO BASICO DO ESTADO DE SAO PAULO,43776517000180.0,43776517058269.0,SAA,S354840000001,SANTOPOLIS DO AGUAPEI (24),SABESP,22/01/2019,10/01/2019,06/08/2018,07/08/2018,SP,2018,2,Nitrato (como N),Substâncias Inorgânicas,"1,0",,10.0,"18,112",QUANTIFICADO,Consistente,SAÍDA DO TRATAMENTO,Acima do VMP,1
110,SUL,18 RS - CORNELIO PROCOPIO,CORNELIO PROCOPIO,Empresa Estadual,SANEPAR,COMPANHIA DE SANEAMENTO DO PARANA,76484013000145.0,76484013000145.0,SAA,S410640000001,CORNELIO PROCOPIO UT0041,UT 0041,07/12/2018,07/12/2018,03/07/2018,27/07/2018,PR,2018,2,Ácidos haloacéticos total,Subprodutos da desinfecção,"80,0000","8,0",0.08,"80,0000",QUANTIFICADO,Consistente,SAÍDA DO TRATAMENTO,Acima do VMP,2
